country,'vendor inco term','shipment mode','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','line item quantity','line item value','pack price','unit price','manufacturing site','weight (kilograms)','freight cost (usd)','line item insurance (usd)','sub classification'
Haiti,EXW,Ocean,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,3.28872,0.517541,1.122143,0.041902,'Aurobindo Unit III India',4.086993,24.569583,0.494263,Pediatric
Nigeria,'N/A - From RDC','Air Charter',Lamivudine,Generic,150mg,Tablet,59.059059,8.869383,2.254708,1.813264,0.167609,'Mylan (formerly Matrix) Nashik',0.975093,32.248096,3.411845,Adult
'South Africa',DDP,Truck,Lamivudine,Generic,150mg,Tablet,59.059059,0.156452,0.116106,5.239143,0.502828,'Aurobindo Unit III India',1.519792,23.33324,0.092107,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,11.766167,16.278736,9.86891,0.921852,'Aurobindo Unit III India',0.961097,10.984785,20.111722,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,275.450889,275.452057,7.134152,1.340876,'Mylan (formerly Matrix) Nashik',41.854357,235.119572,218.642164,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,526.017826,602.729635,8.174549,0.754243,'Mylan (formerly Matrix) Nashik',54.2623,94.735846,652.478322,Adult
'South Africa',DDP,Truck,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,0.003226,0.005553,8.189412,1.550388,'Aurobindo Unit III India',1.519792,23.33324,0.003892,Adult
Tanzania,EXW,Air,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,349.604354,445.746888,9.096044,1.717997,'Mylan (formerly Matrix) Nashik',33.449427,409.250845,425.748919,Adult
Rwanda,CIP,Air,Lamivudine,Generic,150mg,Tablet,59.059059,7.256475,1.958168,1.924735,0.167609,'Hetero Unit III Hyderabad IN',0.323087,4.808073,2.962986,Adult
Zambia,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,71.184101,92.096368,9.229809,1.717997,'Mylan (formerly Matrix) Nashik',4.028674,43.124959,113.777885,Adult
'South Africa',DDP,Truck,Lamivudine,Epivir,150mg,Tablet,59.059059,3.730657,4.470031,8.546119,0.796145,'GSK Cape Town Factory (South Africa)',1.519792,23.33324,3.548059,Adult
Pakistan,'N/A - From RDC',Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.03871,0.134409,23.780506,6.704379,'Trinity Biotech Plc',0.022161,2.936243,0.203673,'HIV test'
Tanzania,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,1.35323,11.290341,59.451265,3.352189,'Alere Medical Co. Ltd.',0.472384,26.807507,12.221669,'HIV test'
'South Africa',DDP,Air,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,104.414853,85.055776,5.811361,1.089462,'Cipla Goa India',5.198553,12.585359,141.595446,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,6.99841,1.407294,1.434262,0.041902,'Aurobindo Unit III India',8.154158,43.664778,2.342886,Pediatric
Zambia,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,6.450021,53.763528,59.451265,3.352189,'Alere Medical Co. Ltd.',1.893034,71.269137,51.351506,'HIV test'
Guyana,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.540324,5.080653,66.882673,3.771213,'Inverness Japan',0.179622,14.735522,8.458261,'HIV test'
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,35.558179,11.260583,2.259148,0.209512,'Ranbaxy Paonta Shahib India',1.232863,11.556091,13.912024,Adult
Zambia,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.220981,35.188229,59.451265,3.352189,'Alere Medical Co. Ltd.',1.453309,78.071116,44.83138,'HIV test'
Mozambique,'N/A - From RDC',Truck,Abacavir,Generic,300mg,Tablet,59.059059,5.966148,6.981026,8.345471,0.796145,'Mylan (formerly Matrix) Nashik',11.093434,35.270787,5.54068,Adult
'South Africa',DDP,Truck,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,'Oral solution',299.299299,0.001613,0.00788,17.426652,0.335219,'ABBVIE (Abbott) Logis. UK',1.519792,23.33324,0.007784,Pediatric
Tanzania,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,18.032316,5.466526,2.16254,0.209512,'Aurobindo Unit III India',0.660171,12.407456,6.753636,Adult
Nigeria,'N/A - From RDC',Air,Stavudine,Generic,30mg,Capsule,59.059059,17.969413,2.901567,1.151868,0.125707,'Aurobindo Unit III India',0.861954,21.800437,4.391291,Adult
Zambia,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.537111,37.822642,59.451265,3.352189,'Inverness Japan',1.589775,78.528146,62.96475,'HIV test'
'South Africa',DDP,Air,Abacavir,Generic,300mg,Tablet,59.059059,16.127471,29.032305,12.841473,1.215169,'Cipla Patalganga India',1.267854,8.736505,48.331439,Adult
Nigeria,FCA,Air,Ritonavir,Norvir,100mg,Tablet,59.059059,0.72097,0.515592,5.090515,0.460926,'ABBVIE Ludwigshafen Germany',0.079314,3.874954,0.656423,Adult
Uganda,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,101.850329,90.711739,6.353854,0.586633,'Aurobindo Unit III India',23.641343,458.78956,151.0111,Adult
Mozambique,'N/A - From RDC',Air,Zidovudine,Generic,300mg,Tablet,59.059059,4.933887,4.190027,6.056598,0.586633,'Aurobindo Unit III India',3.446651,15.711139,5.176145,Adult
Haiti,EXW,Ocean,Lamivudine,Generic,10mg/ml,'Oral solution',239.239239,2.659686,0.396422,1.062691,0.041902,'Aurobindo Unit III India',1.519792,23.33324,0.315239,Pediatric
Zimbabwe,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Stavudine,Generic,30/50/6mg,'Chewable/dispersible tablet - FDC',59.059059,45.514663,10.904924,1.709224,0.167609,'Cipla Goa India',6.360267,32.470155,11.805242,Pediatric
'Cote d Ivoire','N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,1.693554,6.321549,26.604441,2.514142,'Aurobindo Unit III India',0.435059,6.384375,7.809622,Adult
'South Africa',DDP,Ocean,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,82.872848,55.853843,4.808121,0.921852,'Cipla Goa India',1.519792,23.33324,71.159664,Adult
Zimbabwe,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,11.288746,19.111254,12.076038,2.262728,'Aurobindo Unit III India',0.677666,6.509387,31.149964,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,69.038932,52.283745,5.402634,0.502828,'Cipla Goa India',12.959641,128.573917,56.599001,Adult
'South Africa',DDP,Truck,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,0.020968,0.050417,15.925508,1.508485,'Aurobindo Unit III India',1.519792,23.33324,0.040216,Adult
'South Africa',DDP,Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,30.801712,10.107325,2.340894,0.041902,'Aurobindo Unit III India',8.592717,11.888489,16.825713,Pediatric
Tanzania,'N/A - From RDC',Truck,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,4.159691,17.815553,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',0.684665,3.954809,22.009641,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,99.30032,85.440901,6.138343,0.586633,'Aurobindo Unit III India',7.723764,63.852904,108.85471,Adult
Zimbabwe,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,32.514621,37.76619,8.28602,1.550388,'Mylan (formerly Matrix) Nashik',2.655846,37.776756,36.072149,Adult
Burundi,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,2.372588,19.784978,59.451265,3.352189,'Alere Medical Co. Ltd.',0.74415,55.891777,18.897468,'HIV test'
'Cote d Ivoire',EXW,Air,'HIV 1/2 Bioline 3.0 Kit (no accessories)',Bioline,300mg,'Test kit',29.029029,2.346782,5.870977,17.835379,3.352189,'Standard Diagnostics Korea',0.56686,17.516096,9.773703,'HIV test'
Zimbabwe,'N/A - From RDC',Truck,Efavirenz,Generic,50mg,Capsule,29.029029,6.853248,1.599465,1.664635,0.293317,'Aurobindo Unit III India',1.94902,18.456568,2.663314,Pediatric
Tanzania,EXW,Ocean,'Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,56.450182,69.03573,8.724473,1.634192,'Mylan (formerly Matrix) Nashik',12.251649,97.59983,54.798377,Adult
Tanzania,EXW,Air,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,12.901655,26.881764,14.862816,3.352189,'Standard Diagnostics Korea',3.110734,61.360399,34.248175,'HIV test'
Mozambique,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,7.927445,26.43015,23.780506,6.704379,'Trinity Biotech Plc',1.925692,80.439264,39.999014,'HIV test'
Mozambique,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,9.675838,80.645291,59.451265,3.352189,'Alere Medical Co. Ltd.',3.338178,180.349726,87.301711,'HIV test'
Nigeria,EXW,Air,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,2.296782,6.464224,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',0.563361,18.878245,7.986052,'HIV test'
'South Africa',DDP,Air,Efavirenz,Generic,600mg,Tablet,29.029029,54.908242,26.711313,3.470468,0.670438,'Aurobindo Unit III India',3.373169,21.077122,44.466844,Adult
Vietnam,EXW,Air,Abacavir,Generic,300mg,Tablet,59.059059,1.611296,7.476491,33.069766,3.100775,'Aurobindo Unit III India',0.106141,27.195731,31.149964,Adult
'Cote d Ivoire','N/A - From RDC',Truck,Nevirapine,Generic,10mg/ml,'Oral suspension',99.099099,6.450021,0.873657,0.966083,0.041902,'Aurobindo Unit III India',14.228662,160.604269,0.694044,Pediatric
'Cote d Ivoire','N/A - From RDC',Truck,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,9.443579,4.742266,3.581939,0.670438,'Mylan (formerly Matrix) Nashik',0.412898,10.446554,5.133334,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,322.580073,374.664583,8.28602,1.550388,'Hetero Unit III Hyderabad IN',33.81567,90.93398,357.855805,Adult
Vietnam,EXW,Air,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,135.482695,162.15752,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',11.05611,49.722245,154.882181,Adult
Zambia,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,10.611325,2.575844,1.731518,0.167609,'Hetero Unit III Hyderabad IN',0.675334,16.081342,4.287508,Adult
'Congo DRC','N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.972587,1.587583,5.737047,0.544731,'Mylan (formerly Matrix) Nashik',4.242122,88.498198,1.718895,Adult
Swaziland,'N/A - From RDC',Air,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,27.901703,22.729539,5.811361,1.089462,'Mylan (formerly Matrix) Nashik',2.374748,53.978794,28.95787,Adult
Mozambique,'N/A - From RDC',Truck,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,16.191988,31.8811,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',18.59442,16.458725,25.306028,Adult
'South Africa',DDP,Truck,Lamivudine,Epivir,150mg,Tablet,59.059059,1.400005,0.995286,5.06822,0.460926,'GSK Ware (UK)',1.519792,23.33324,0.950906,Adult
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.570982,42.391701,66.139532,3.729311,'Alere Medical Co. Ltd.',1.576945,106.077024,45.891257,'HIV test'
Nigeria,'N/A - From RDC','Air Charter','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,9.595192,8.967,6.665973,1.257071,'Aurobindo Unit III India',0.735985,52.897809,11.423842,Adult
'Congo DRC',EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.080645,0.685485,59.451265,3.352189,'Alere Medical Co. Ltd.',1.519792,23.33324,0.622694,'HIV test'
Haiti,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,43.082397,25.940122,4.295354,0.796145,'Aurobindo Unit III India',2.73166,41.483992,43.183835,Adult
'South Africa',DDP,Air,Efavirenz,Generic,600mg,Tablet,29.029029,92.901913,45.193621,3.470468,0.670438,'Aurobindo Unit III India',5.6826,20.321423,75.235716,Adult
'South Africa',DDP,Truck,Ritonavir,Norvir,100mg,Capsule,83.083083,0.004839,0.006532,7.223329,0.502828,'ABBVIE (Abbott) Logis. UK',1.519792,23.33324,0.007784,Adult
'South Africa',DDP,Ocean,Efavirenz,Generic,200mg,Capsule,89.089089,40.321098,34.316252,6.07146,0.377121,'Aurobindo Unit III India',3.864215,16.187849,43.719611,Pediatric
'South Africa',DDP,Truck,Abacavir,Ziagen,300mg,'Tablet - blister',59.059059,0.401614,1.990981,35.224874,3.310287,'GSK Ware (UK)',1.519792,23.33324,3.01358,Adult
Burundi,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,3.408076,28.414024,59.451265,3.352189,'Alere Medical Co. Ltd.',0.958764,73.701293,22.554499,'HIV test'
Nigeria,'N/A - From RDC','Air Charter',Zidovudine,Generic,300mg,Tablet,59.059059,6.559699,4.27168,4.64463,0.419024,'Aurobindo Unit III India',0.31259,69.822713,3.391088,Adult
Nigeria,'N/A - From RDC','Air Charter',Nevirapine,Generic,200mg,Tablet,59.059059,0.037097,0.012097,2.229422,0.209512,'Aurobindo Unit III India',0.024494,25.303014,0.018162,Adult
'South Africa',DDP,Truck,Lopinavir/Ritonavir,Generic,100/25mg,Tablet,59.059059,0.025807,0.016514,4.295354,0.419024,'ABBVIE Ludwigshafen Germany',1.519792,23.33324,0.015567,Pediatric
Mozambique,'N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,15.562953,19.47189,8.925121,1.676095,'Aurobindo Unit III India',4.911623,11.140006,24.055451,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,'Chewable/dispersible tablet - FDC',59.059059,16.933926,6.615434,2.786778,0.251414,'Strides Bangalore India.',0.669502,14.027363,6.319048,Pediatric
'South Africa',DDP,Air,Lamivudine,Generic,150mg,Tablet,59.059059,3.230656,0.851836,1.880146,0.167609,'Aurobindo Unit III India',0.003499,6.182099,1.417926,Adult
'South Africa',DDP,Truck,Nevirapine,Generic,200mg,Tablet,59.059059,8.21293,15.811356,13.733242,1.298973,'Cipla Goa India',1.519792,23.33324,15.101629,Adult
Haiti,'N/A - From RDC',Air,Abacavir,Generic,300mg,Tablet,59.059059,3.627431,5.530503,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',11.238065,328.906729,5.986944,Adult
'South Africa',DDP,Truck,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,0.025807,0.061994,16.133587,3.01697,'Aurobindo Unit III India',1.519792,23.33324,0.059675,Adult
Haiti,'N/A - From RDC',Air,Lamivudine,Generic,150mg,Tablet,59.059059,51.819522,16.41,2.259148,0.209512,'Ranbaxy Paonta Shahib India',3.013924,92.788961,20.273882,Adult
Zambia,EXW,Air,Lamivudine/Nevirapine/Stavudine,Generic,60/100/12mg,'Chewable/dispersible tablet - FDC',59.059059,112.901977,50.571318,3.195505,0.293317,'Cipla Goa India',6.99711,87.631194,54.745188,Pediatric
Zambia,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,81.529295,87.05109,7.617193,0.71234,'Aurobindo Unit III India',5.458655,66.590702,31.149964,Adult
'Cote d Ivoire','N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,32.714622,32.375388,7.059838,0.670438,'Aurobindo Unit III India',2.212622,13.206931,39.997717,Adult
'Cote d Ivoire',EXW,Air,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,0.353227,0.997985,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',0.134134,27.21389,1.661815,'HIV test'
Uganda,'N/A - From RDC',Truck,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,80.643809,69.388553,6.138343,0.586633,'Aurobindo Unit III India',8.058515,17.077812,55.077292,Adult
Nigeria,'N/A - From RDC','Air Charter',Lamivudine,Generic,150mg,Tablet,59.059059,31.451714,7.633972,1.731518,0.167609,'Hetero Unit III Hyderabad IN',2.386412,87.108568,8.263669,Adult
'South Sudan','N/A - From RDC',Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,6.966152,1.415325,1.449125,0.041902,'Aurobindo Unit III India',1.8942,53.324769,1.532087,Pediatric
Nigeria,EXW,Air,Nevirapine,Generic,10mg/ml,'Oral suspension',239.239239,0.669357,0.433334,4.607473,0.125707,'Aurobindo Unit III India',0.587855,20.437148,31.149964,Pediatric
'Congo DRC','N/A - From RDC',Air,Efavirenz,Generic,600mg,Tablet,29.029029,0.320969,0.138441,3.06174,0.586633,'Strides Bangalore India.',0.319588,8.18329,0.150484,Adult
'South Africa',DDP,Truck,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,0.020968,0.079323,25.058708,4.693065,'Aurobindo Unit III India',1.519792,23.33324,0.075242,Adult
'Cote d Ivoire','N/A - From RDC',Truck,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,19.643612,9.617959,3.492762,0.670438,'Aurobindo Unit VII IN',1.408986,12.904327,9.186035,Adult
Mozambique,'N/A - From RDC',Air,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,76.437343,57.329125,5.350614,0.502828,'Cipla Goa India',8.296456,12.42527,86.762043,Adult
Nigeria,EXW,Air,'HIV 1/2 Stat-Pak HIV Kit',Stat-Pak,300mg,'Test kit',19.019019,4.024207,11.322599,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',0.818798,15.444026,31.149964,'HIV test'
Nigeria,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,9.522611,88.297353,66.139532,3.729311,'Alere Medical Co. Ltd.',2.801643,123.411799,70.086814,'HIV test'
Mozambique,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,4.988726,41.586089,59.451265,3.352189,'Alere Medical Co. Ltd.',1.722742,95.581929,52.982186,'HIV test'
Nigeria,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,5.469372,14.959702,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',0.347581,10.087192,22.640119,Adult
'Congo DRC',EXW,Air,'Chase Buffer Determine 100 Tests 2.5ml x 1 Vial',Determine,300mg,'Test kit - Ancillary',0.0,5.543566,2.888109,3.715704,20.951184,'Alere Medical Co. Ltd.',1.844046,141.428184,2.292293,'HIV test - Ancillary'
Kenya,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,24.192014,80.645291,23.780506,6.704379,'Trinity Biotech Plc',5.780576,125.040475,87.301711,'HIV test'
'Cote d Ivoire','N/A - From RDC',Truck,Efavirenz,Generic,600mg,Tablet,29.029029,70.598615,28.01942,2.831366,0.544731,'Aurobindo Unit III India',4.695843,54.124279,30.331688,Adult
Vietnam,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,6.772602,2.046374,2.155108,0.209512,'Aurobindo Unit III India',1.2177,13.303806,3.096606,Adult
Nigeria,'N/A - From RDC','Air Charter','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,96.151923,129.807064,9.631105,1.801802,'Cipla Goa India',9.006781,50.221567,140.521299,Adult
Nigeria,'N/A - From RDC','Air Charter','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,153.616625,143.536809,6.665973,1.257071,'Aurobindo Unit III India',16.897338,23.33324,155.384228,Adult
Zimbabwe,'N/A - From RDC',Truck,'HIV 1/2 Bioline 3.0 Kit Lancets Capillary pipets Alcohol swabs included',Bioline,300mg,'Test kit',24.024024,4.017755,8.373669,14.862816,3.352189,'Standard Diagnostics Korea',0.860788,10.651006,10.344506,'HIV test'
'South Africa',DDP,Truck,Efavirenz,Generic,200mg,Capsule,89.089089,0.072581,0.182294,17.530692,1.089462,'Aurobindo Unit III India',1.519792,23.33324,0.145295,Pediatric
Nigeria,'N/A - From RDC',Air,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,1.798393,1.753128,6.948367,0.670438,'Aurobindo Unit III India',0.118971,12.703431,2.652936,Adult
'South Africa',DDP,Ocean,Efavirenz,Generic,600mg,Tablet,29.029029,177.887671,83.570768,3.351565,0.628536,'Aurobindo Unit III India',10.934806,34.353688,106.471608,Adult
Nigeria,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.062903,0.268818,29.725632,8.380473,'Trinity Biotech Plc',0.016329,2.460984,31.149964,'HIV test'
Vietnam,EXW,Air,Nevirapine,Generic,200mg,Tablet,59.059059,43.542076,10.024104,1.642341,0.167609,'Hetero Unit III Hyderabad IN',2.013171,41.374275,9.573922,Adult
Sudan,EXW,Air,'HIV 1/2 Uni-Gold HIV Kit',Uni-Gold,300mg,'Test kit',19.019019,0.256452,0.860216,23.780506,6.704379,'Trinity Biotech Plc',0.061818,4.523248,1.432196,'HIV test'
Rwanda,EXW,Air,'HIV 1/2 Colloidal Gold Diagnostic Kit Antibody','Colloidal Gold',300mg,'Test kit',0.0,4.817757,12.299415,18.20695,102.6608,'KHB Test Kit Facility Shanghai China',2.323428,90.679675,11.748162,'HIV test'
Vietnam,EXW,Air,Efavirenz,Generic,600mg,Tablet,29.029029,36.288827,46.610458,9.162926,1.717997,'Aurobindo Unit III India',2.280272,55.565351,57.583636,Adult
'Cote d Ivoire','N/A - From RDC',Air,Nevirapine,Generic,200mg,Tablet,59.059059,6.611312,2.204305,2.378051,0.209512,'Aurobindo Unit III India',1.698248,17.426298,3.336602,Adult
Guyana,EXW,Air,'HIV 1/2 Determine Complete HIV Kit',Determine,300mg,'Test kit',99.099099,0.341937,2.576617,53.506138,3.01697,'Inverness Japan',0.074648,3.737617,3.899622,'HIV test'
Mozambique,'N/A - From RDC',Truck,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,290.634808,329.084667,8.077941,1.508485,'Aurobindo Unit VII IN',16.024886,23.33324,314.320407,Adult
Nigeria,'N/A - From RDC','Air Charter',Efavirenz,Generic,200mg,Capsule,89.089089,1.966135,1.986193,7.201034,0.460926,'Aurobindo Unit III India',0.197118,46.253053,2.530992,Pediatric
Nigeria,'N/A - From RDC',Air,'Emtricitabine/Tenofovir Disoproxil Fumarate',Truvada,300/200mg,'Tablet - FDC',29.029029,24.192014,66.154341,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',1.526791,25.765327,81.728599,Adult
